sample_idx,sample_id,video_id,query,gt_start,gt_end,pred_start,pred_end,iou,duration,iou_bucket,dist_to_05
31,5NV2Z_000031,5NV2Z,a person takes a cup from a table.,5.099999904632568,10.199999809265137,6.5,9.5,0.5882353186607361,23.0,0.5-0.7,0.08823531866073608
32,Y1HGC_000032,Y1HGC,a person walks in a doorway drinking some coffee.,0.20000000298023224,9.800000190734863,0.5,5.5,0.5208333134651184,31.333999633789062,0.5-0.7,0.020833313465118408
33,Y1HGC_000033,Y1HGC,person drinking a glass of water.,1.7000000476837158,12.100000381469727,0.5,5.5,0.32758620381355286,31.333999633789062,0.3-0.5,0.17241379618644714
34,9JZO2_000034,9JZO2,person put on their shoes.,26.100000381469727,36.0,16.5,23.5,0.0,36.33399963378906,0-0.1,0.5
35,9JZO2_000035,9JZO2,person holding a glass cup.,0.0,9.899999618530273,4.5,10.5,0.514285683631897,36.33399963378906,0.5-0.7,0.014285683631896973
36,9JZO2_000036,9JZO2,a person eats some food.,0.0,12.600000381469727,0.5,10.5,0.79365074634552,36.33399963378906,0.7-0.9,0.29365074634552
37,9JZO2_000037,9JZO2,a person is in a entryway eating a sandwich.,0.0,15.100000381469727,0.5,10.5,0.6622516512870789,36.33399963378906,0.5-0.7,0.16225165128707886
38,9JZO2_000038,9JZO2,person holding a glass of water.,0.0,9.899999618530273,0.5,10.5,0.8952380418777466,36.33399963378906,0.7-0.9,0.3952380418777466
39,9JZO2_000039,9JZO2,the person puts the cup down.,14.100000381469727,20.299999237060547,7.5,12.5,0.0,36.33399963378906,0-0.1,0.5
40,9JZO2_000040,9JZO2,person stands in doorway holding a glass.,0.0,9.899999618530273,0.5,10.5,0.8952380418777466,36.33399963378906,0.7-0.9,0.3952380418777466
41,9JZO2_000041,9JZO2,person eating a sandwich.,0.0,15.100000381469727,4.5,10.5,0.3973509967327118,36.33399963378906,0.3-0.5,0.10264900326728821
42,9JZO2_000042,9JZO2,person puts on some shoes.,26.100000381469727,36.0,11.5,23.5,0.0,36.33399963378906,0-0.1,0.5
43,9JZO2_000043,9JZO2,person holding a cup in the doorway.,0.0,9.899999618530273,10.5,17.5,0.0,36.33399963378906,0-0.1,0.5
44,9JZO2_000044,9JZO2,the person walks into the house puts down the food.,11.600000381469727,20.799999237060547,8.5,10.5,0.0,36.33399963378906,0-0.1,0.5
45,9JZO2_000045,9JZO2,person start smiling as the dress.,22.899999618530273,29.799999237060547,4.5,35.5,0.22258062660694122,36.33399963378906,0.1-0.3,0.2774193733930588
46,4J1AP_000046,4J1AP,person drinking a glass of water.,13.100000381469727,21.0,10.5,20.5,0.7047618627548218,21.0,0.7-0.9,0.20476186275482178
47,4J1AP_000047,4J1AP,lastly the person takes a drink from a cup.,9.800000190734863,15.699999809265137,11.5,20.5,0.3925233483314514,21.0,0.3-0.5,0.10747665166854858
48,V1WN7_000048,V1WN7,person sitting on bed.,0.0,15.899999618530273,7.5,20.5,0.409756064414978,36.66699981689453,0.3-0.5,0.09024393558502197
49,V1WN7_000049,V1WN7,a person is dressing.,0.0,14.399999618530273,0.5,8.5,0.5555555820465088,36.66699981689453,0.5-0.7,0.05555558204650879
50,V1WN7_000050,V1WN7,person sitting on their bed.,0.0,15.899999618530273,7.5,20.5,0.409756064414978,36.66699981689453,0.3-0.5,0.09024393558502197
51,BL7OF_000051,BL7OF,a person throws a pair of shoes under the window.,1.0,5.0,0.5,4.5,0.7777777910232544,36.66699981689453,0.7-0.9,0.2777777910232544
52,BL7OF_000052,BL7OF,the person throws shoes under the window.,1.0,5.0,0.5,11.5,0.3636363744735718,36.66699981689453,0.3-0.5,0.13636362552642822
53,5C4EK_000053,5C4EK,a person reads a book.,0.0,6.199999809265137,0.5,15.5,0.3677419126033783,16.0,0.3-0.5,0.1322580873966217
54,S591U_000054,S591U,person sitting on top of bed closes laptop.,9.399999618530273,17.0,0.5,11.5,0.12727275490760803,30.66699981689453,0.1-0.3,0.37272724509239197
55,DLFPX_000055,DLFPX,a person is standing on their stairs holding a bag.,0.0,7.699999809265137,0.5,13.5,0.5333333015441895,27.0,0.5-0.7,0.03333330154418945
56,9HG4Z_000056,9HG4Z,a person is closing a door.,0.0,7.699999809265137,0.5,6.5,0.7792208194732666,17.66699981689453,0.7-0.9,0.2792208194732666
57,I7AS7_000057,I7AS7,a person runs through a doorway.,0.0,5.099999904632568,0.5,4.5,0.7843137383460999,31.0,0.7-0.9,0.28431373834609985
58,I7AS7_000058,I7AS7,a person runs into the dining room.,0.0,5.099999904632568,0.5,4.5,0.7843137383460999,31.0,0.7-0.9,0.28431373834609985
59,I7AS7_000059,I7AS7,the person opens the bag.,0.5,6.400000095367432,0.5,7.5,0.8428571820259094,31.0,0.7-0.9,0.3428571820259094
60,J48N6_000060,J48N6,the same person was laughing as he was undressing.,18.399999618530273,31.333999633789062,18.5,22.5,0.30926239490509033,31.333999633789062,0.3-0.5,0.19073760509490967
61,J48N6_000061,J48N6,person begins to undress.,18.399999618530273,31.333999633789062,18.5,22.5,0.30926239490509033,31.333999633789062,0.3-0.5,0.19073760509490967
62,J48N6_000062,J48N6,the person was putting the bag into the cabinet.,14.600000381469727,21.200000762939453,9.5,14.5,0.0,31.333999633789062,0-0.1,0.5
63,JVLAZ_000063,JVLAZ,person laying on the bed sneezing.,9.300000190734863,18.0,16.5,31.5,0.06756756454706192,32.0,0-0.1,0.4324324354529381
64,JVLAZ_000064,JVLAZ,person is lying on bed sneezing.,9.300000190734863,18.0,23.5,31.5,0.0,32.0,0-0.1,0.5
65,JVLAZ_000065,JVLAZ,person drinks water from a cup.,19.399999618530273,29.5,20.5,31.5,0.7438016533851624,32.0,0.7-0.9,0.24380165338516235
66,2RFLZ_000066,2RFLZ,a person picks up their phone talks on it.,3.0,10.399999618530273,0.5,7.5,0.4545454680919647,15.333999633789062,0.3-0.5,0.04545453190803528
67,2RFLZ_000067,2RFLZ,person takes a phone off a desk.,2.4000000953674316,6.900000095367432,5.5,9.5,0.19718311727046967,15.333999633789062,0.1-0.3,0.30281688272953033
68,N3U9S_000068,N3U9S,person opens a cabinet door twice.,0.0,4.800000190734863,4.5,14.5,0.020689668133854866,15.333999633789062,0-0.1,0.47931033186614513
69,J9T5D_000069,J9T5D,person start laughing.,27.100000381469727,34.66699981689453,20.5,33.5,0.45175406336784363,34.66699981689453,0.3-0.5,0.04824593663215637
70,1CYLM_000070,1CYLM,a person sits down on a couch.,0.0,14.199999809265137,0.5,14.5,0.9448275566101074,34.0,0.9-1.0,0.4448275566101074
71,1CYLM_000071,1CYLM,the person is drinking something from a cup.,0.0,14.0,0.5,14.5,0.931034505367279,34.0,0.9-1.0,0.43103450536727905
72,V2GC9_000072,V2GC9,person putting groceries away.,10.100000381469727,24.200000762939453,0.5,10.5,0.01687762141227722,31.0,0-0.1,0.4831223785877228
73,V2GC9_000073,V2GC9,person opening a pantry door.,11.300000190734863,21.100000381469727,3.5,10.5,0.0,31.0,0-0.1,0.5
74,V2GC9_000074,V2GC9,a person walks through the house holding a bag.,2.299999952316284,13.899999618530273,0.5,10.5,0.611940324306488,31.0,0.5-0.7,0.11194032430648804
75,V2GC9_000075,V2GC9,person put groceries away.,10.100000381469727,24.200000762939453,3.5,10.5,0.019323652610182762,31.0,0-0.1,0.48067634738981724
76,LGJAR_000076,LGJAR,person turns on the light.,17.600000381469727,25.200000762939453,17.5,23.5,0.7662336230278015,32.66699981689453,0.7-0.9,0.2662336230278015
77,ZHRPD_000077,ZHRPD,the person puts the towel onto the shelf.,11.800000190734863,19.600000381469727,4.5,12.5,0.04635760188102722,30.333999633789062,0-0.1,0.4536423981189728
78,ZHRPD_000078,ZHRPD,the person takes a phone.,15.600000381469727,21.600000381469727,9.5,19.5,0.32231399416923523,30.333999633789062,0.3-0.5,0.17768600583076477
79,43CCM_000079,43CCM,person undressing by the shelf beside the doorway.,7.699999809265137,22.0,7.5,14.5,0.4689655303955078,31.0,0.3-0.5,0.031034469604492188
80,43CCM_000080,43CCM,a person opens a door.,0.10000000149011612,9.0,0.5,7.5,0.7865169048309326,31.0,0.7-0.9,0.2865169048309326
81,YZ8HK_000081,YZ8HK,the person closes the laptop.,1.399999976158142,8.699999809265137,6.5,12.5,0.19819816946983337,30.333999633789062,0.1-0.3,0.3018018305301666
82,2P7A9_000082,2P7A9,person take a picture from the top of a cabinet.,20.399999618530273,27.600000381469727,21.5,27.5,0.8333332538604736,36.66699981689453,0.7-0.9,0.33333325386047363
83,2P7A9_000083,2P7A9,person sit down in a chair at a desk.,20.899999618530273,30.299999237060547,21.5,35.5,0.6027396321296692,36.66699981689453,0.5-0.7,0.10273963212966919
84,2P7A9_000084,2P7A9,person looking at the picture for a second.,26.899999618530273,31.600000381469727,21.5,35.5,0.33571434020996094,36.66699981689453,0.3-0.5,0.16428565979003906
85,2P7A9_000085,2P7A9,the person puts a picture on their desk.,26.5,35.79999923706055,21.5,27.5,0.0699300765991211,36.66699981689453,0-0.1,0.4300699234008789
86,2P7A9_000086,2P7A9,person they put down the broom.,18.799999237060547,24.0,20.5,24.5,0.6140350103378296,36.66699981689453,0.5-0.7,0.11403501033782959
87,2P7A9_000087,2P7A9,person put the picture on the desk.,26.5,35.79999923706055,21.5,27.5,0.0699300765991211,36.66699981689453,0-0.1,0.4300699234008789
88,1ZWPP_000088,1ZWPP,a person is smiling in the mirror of their bathroom.,2.5999999046325684,7.699999809265137,0.5,6.5,0.5416666865348816,24.0,0.5-0.7,0.04166668653488159
89,1ZWPP_000089,1ZWPP,person opens the door.,13.0,19.399999618530273,9.5,15.5,0.252525269985199,24.0,0.1-0.3,0.24747473001480103
90,1ZWPP_000090,1ZWPP,person they open the door.,13.0,19.399999618530273,9.5,16.5,0.35353535413742065,24.0,0.3-0.5,0.14646464586257935
91,QUXYH_000091,QUXYH,person laughs in the kitchen.,0.0,10.899999618530273,9.5,30.5,0.04590162634849548,31.333999633789062,0-0.1,0.4540983736515045
92,QUXYH_000092,QUXYH,person seems to be laughing into the blanket.,0.0,10.899999618530273,9.5,30.5,0.04590162634849548,31.333999633789062,0-0.1,0.4540983736515045
93,QUXYH_000093,QUXYH,person eats one.,21.799999237060547,31.200000762939453,18.5,30.5,0.6850394010543823,31.333999633789062,0.5-0.7,0.18503940105438232
94,QUXYH_000094,QUXYH,person takes some food.,15.100000381469727,22.899999618530273,19.5,30.5,0.2207791954278946,31.333999633789062,0.1-0.3,0.2792208045721054
95,QUXYH_000095,QUXYH,a person snuggles with a blanket.,0.0,10.0,1.5,11.5,0.739130437374115,31.333999633789062,0.7-0.9,0.239130437374115
96,QUXYH_000096,QUXYH,person eats it.,21.799999237060547,31.200000762939453,22.5,30.5,0.8510636687278748,31.333999633789062,0.7-0.9,0.35106366872787476
97,V3SOF_000097,V3SOF,person opened up the refrigerator.,20.0,28.200000762939453,0.5,15.5,0.0,45.0,0-0.1,0.5
98,SY5QP_000098,SY5QP,a person is standing in the room holding a sandwich.,0.0,14.0,0.5,6.5,0.4285714328289032,31.333999633789062,0.3-0.5,0.0714285671710968
99,SY5QP_000099,SY5QP,the person puts the sandwich down.,11.199999809265137,17.700000762939453,11.5,17.5,0.9230768084526062,31.333999633789062,0.9-1.0,0.4230768084526062
100,AOK1L_000100,AOK1L,person drinking from a cup.,30.5,35.66699981689453,30.5,34.5,0.774143636226654,35.66699981689453,0.7-0.9,0.27414363622665405
101,AOK1L_000101,AOK1L,person drinking from a glass.,30.5,35.66699981689453,31.5,34.5,0.5806077122688293,35.66699981689453,0.5-0.7,0.08060771226882935
102,NBSPH_000102,NBSPH,person sits on the table.,26.799999237060547,31.333999633789062,7.5,30.5,0.15524044632911682,31.333999633789062,0.1-0.3,0.3447595536708832
103,NBSPH_000103,NBSPH,person takes a towel from a container.,11.699999809265137,17.799999237060547,9.5,16.5,0.5783133506774902,31.333999633789062,0.5-0.7,0.07831335067749023
104,NBSPH_000104,NBSPH,person takes out a towel.,11.699999809265137,17.799999237060547,8.5,16.5,0.5161290764808655,31.333999633789062,0.5-0.7,0.01612907648086548
105,HY4FS_000105,HY4FS,person the open the cabinet.,4.900000095367432,11.600000381469727,0.5,8.5,0.3243243098258972,35.0,0.3-0.5,0.17567569017410278
106,HY4FS_000106,HY4FS,a person walks into a bathroom holding dishes.,0.4000000059604645,9.199999809265137,0.5,8.5,0.9090908765792847,35.0,0.9-1.0,0.40909087657928467
107,YSE1G_000107,YSE1G,person closed the door.,0.6000000238418579,8.899999618530273,0.5,9.5,0.9222221374511719,29.333999633789062,0.9-1.0,0.4222221374511719
108,XMYXI_000108,XMYXI,a person sits in a chair.,0.0,7.0,0.5,6.5,0.8571428656578064,40.66699981689453,0.7-0.9,0.3571428656578064
109,XMYXI_000109,XMYXI,person he begins to laugh at something.,10.100000381469727,15.5,0.5,25.5,0.21599999070167542,40.66699981689453,0.1-0.3,0.2840000092983246
110,XMYXI_000110,XMYXI,a man is sitting at a chair.,0.0,7.0,0.5,26.5,0.24528302252292633,40.66699981689453,0.1-0.3,0.25471697747707367
111,XMYXI_000111,XMYXI,a person is smiling.,0.0,15.899999618530273,0.5,25.5,0.6039215326309204,40.66699981689453,0.5-0.7,0.10392153263092041
112,QLEN3_000112,QLEN3,person open the closet.,14.0,19.0,13.5,18.5,0.8181818127632141,35.66699981689453,0.7-0.9,0.3181818127632141
113,YSKX3_000113,YSKX3,person throws pillow on it.,13.0,17.333999633789062,13.5,16.5,0.6922012567520142,17.333999633789062,0.5-0.7,0.19220125675201416
114,HBWLV_000114,HBWLV,person puts the shoes on the floor.,9.399999618530273,14.300000190734863,25.5,31.5,0.0,32.0,0-0.1,0.5
115,XE19C_000115,XE19C,person puts a cup in the sink.,0.8999999761581421,8.5,0.5,7.5,0.824999988079071,31.0,0.7-0.9,0.32499998807907104
116,XE19C_000116,XE19C,person closes the door.,24.600000381469727,31.0,26.5,30.5,0.6250000596046448,31.0,0.5-0.7,0.12500005960464478
117,XE19C_000117,XE19C,person puts the cup in the sink.,0.8999999761581421,8.5,0.5,7.5,0.824999988079071,31.0,0.7-0.9,0.32499998807907104
118,W3SC3_000118,W3SC3,the person immediately opened a window.,8.0,15.199999809265137,7.5,14.5,0.8441558480262756,22.333999633789062,0.7-0.9,0.34415584802627563
119,W3SC3_000119,W3SC3,person opens a window.,8.0,15.199999809265137,8.5,14.5,0.8333333730697632,22.333999633789062,0.7-0.9,0.3333333730697632
120,W3SC3_000120,W3SC3,person opens the window.,8.0,15.199999809265137,8.5,14.5,0.8333333730697632,22.333999633789062,0.7-0.9,0.3333333730697632
121,WKPQ3_000121,WKPQ3,person they talk on the phone.,15.800000190734863,28.700000762939453,23.5,26.5,0.23255813121795654,32.66699981689453,0.1-0.3,0.26744186878204346
122,WKPQ3_000122,WKPQ3,person close the closet door.,25.299999237060547,30.899999618530273,23.5,30.5,0.7027028203010559,32.66699981689453,0.7-0.9,0.2027028203010559
123,WKPQ3_000123,WKPQ3,person turns on the light.,5.099999904632568,11.0,6.5,10.5,0.6779661178588867,32.66699981689453,0.5-0.7,0.17796611785888672
124,FXZI5_000124,FXZI5,a person is dressing in a towel.,3.0,12.399999618530273,0.5,7.5,0.3781512677669525,33.0,0.3-0.5,0.12184873223304749
125,OE2M1_000125,OE2M1,another person comes in takes the box away.,12.899999618530273,19.299999237060547,21.5,24.5,0.0,31.333999633789062,0-0.1,0.5
126,OE2M1_000126,OE2M1,person takes the tray of food.,12.899999618530273,18.700000762939453,12.5,19.5,0.828571617603302,31.333999633789062,0.7-0.9,0.328571617603302
127,OE2M1_000127,OE2M1,person takes the box.,12.899999618530273,19.299999237060547,12.5,24.5,0.5333333015441895,31.333999633789062,0.5-0.7,0.03333330154418945
128,ZF7YA_000128,ZF7YA,the person sits on a pillow on the floor.,5.300000190734863,11.699999809265137,6.5,12.5,0.7222222089767456,37.66699981689453,0.7-0.9,0.2222222089767456
129,ZF7YA_000129,ZF7YA,a person runs down a few stairs.,0.0,6.5,0.5,12.5,0.47999998927116394,37.66699981689453,0.3-0.5,0.02000001072883606
130,ZF7YA_000130,ZF7YA,person sitting on the floor.,5.300000190734863,11.699999809265137,8.5,36.5,0.10256409645080566,37.66699981689453,0.1-0.3,0.39743590354919434
131,B82GJ_000131,B82GJ,the person takes a paper towel from the table.,17.700000762939453,22.5,17.5,24.5,0.6857141852378845,25.0,0.5-0.7,0.18571418523788452
132,FYYFX_000132,FYYFX,person opens a window.,2.0,11.199999809265137,12.5,18.5,0.0,31.66699981689453,0-0.1,0.5
133,FYYFX_000133,FYYFX,person takes a camera from a table.,8.600000381469727,14.100000381469727,9.5,18.5,0.46464651823043823,31.66699981689453,0.3-0.5,0.03535348176956177
134,FYYFX_000134,FYYFX,person get something to look out the window with.,14.0,24.700000762939453,12.5,30.5,0.5944445133209229,31.66699981689453,0.5-0.7,0.09444451332092285
135,FYYFX_000135,FYYFX,person upon awakening.,0.0,4.0,0.5,4.5,0.7777777910232544,31.66699981689453,0.7-0.9,0.2777777910232544
136,FYYFX_000136,FYYFX,person looks out the window.,14.0,24.700000762939453,2.5,9.5,0.0,31.66699981689453,0-0.1,0.5
137,Q7IQI_000137,Q7IQI,person looks at some books open it.,0.0,4.5,13.5,16.5,0.0,17.66699981689453,0-0.1,0.5
138,Q7IQI_000138,Q7IQI,person start sneezing with looking at the papers.,1.7999999523162842,8.600000381469727,8.5,16.5,0.006802747026085854,17.66699981689453,0-0.1,0.49319725297391415
139,Q7IQI_000139,Q7IQI,a person is sneezing into a blanket.,1.7999999523162842,8.600000381469727,0.5,7.5,0.7037036418914795,17.66699981689453,0.7-0.9,0.2037036418914795
140,HSEH1_000140,HSEH1,person is fixing a light bulb.,10.0,22.600000381469727,10.5,21.5,0.873015820980072,31.66699981689453,0.7-0.9,0.373015820980072
141,HSEH1_000141,HSEH1,a person is fixing a light on the room.,10.0,22.600000381469727,10.5,21.5,0.873015820980072,31.66699981689453,0.7-0.9,0.373015820980072
142,HSEH1_000142,HSEH1,a person is fixing a light.,10.0,22.600000381469727,10.5,21.5,0.873015820980072,31.66699981689453,0.7-0.9,0.373015820980072
143,6ZWSU_000143,6ZWSU,person puts the books down.,1.399999976158142,7.199999809265137,0.5,6.5,0.7611940503120422,31.0,0.7-0.9,0.26119405031204224
144,6ZWSU_000144,6ZWSU,person they immediately put their books down.,1.399999976158142,7.199999809265137,0.5,6.5,0.7611940503120422,31.0,0.7-0.9,0.26119405031204224
145,6ZWSU_000145,6ZWSU,the person takes their phone out.,16.200000762939453,21.799999237060547,0.5,6.5,0.0,31.0,0-0.1,0.5
146,6ZWSU_000146,6ZWSU,person take their shoes off.,10.600000381469727,19.299999237060547,9.5,18.5,0.8061224818229675,31.0,0.7-0.9,0.30612248182296753
147,6ZWSU_000147,6ZWSU,person closes the door.,0.0,4.5,0.5,5.5,0.7272727489471436,31.0,0.7-0.9,0.22727274894714355
148,6ZWSU_000148,6ZWSU,the person takes their phone.,16.200000762939453,21.799999237060547,0.5,6.5,0.0,31.0,0-0.1,0.5
149,6ZWSU_000149,6ZWSU,person plays with their phone.,19.100000381469727,31.0,7.5,30.5,0.48510637879371643,31.0,0.3-0.5,0.01489362120628357
150,V0ZD9_000150,V0ZD9,person washes a cup.,0.5,16.0,9.5,17.5,0.38235294818878174,38.33399963378906,0.3-0.5,0.11764705181121826
151,V0ZD9_000151,V0ZD9,person putting on clothes in a dining room.,23.200000762939453,38.33399963378906,9.5,17.5,0.0,38.33399963378906,0-0.1,0.5
152,AK2KG_000152,AK2KG,person opens up the window.,12.5,18.66699981689453,7.5,14.5,0.17909912765026093,18.66699981689453,0.1-0.3,0.3209008723497391
153,AK2KG_000153,AK2KG,a person is sitting on a bed.,0.0,6.800000190734863,0.5,6.5,0.882352888584137,18.66699981689453,0.7-0.9,0.38235288858413696
154,AK2KG_000154,AK2KG,this person is sitting on their bed in the bedroom.,0.0,6.800000190734863,0.5,6.5,0.882352888584137,18.66699981689453,0.7-0.9,0.38235288858413696
155,AK2KG_000155,AK2KG,person begins opening the window.,12.5,18.66699981689453,6.5,17.5,0.41094765067100525,18.66699981689453,0.3-0.5,0.08905234932899475
156,AK2KG_000156,AK2KG,person opened the window.,12.5,18.66699981689453,7.5,14.5,0.17909912765026093,18.66699981689453,0.1-0.3,0.3209008723497391
157,AK2KG_000157,AK2KG,a person was sitting on a bed.,0.0,6.800000190734863,0.5,6.5,0.882352888584137,18.66699981689453,0.7-0.9,0.38235288858413696
158,8MQH6_000158,8MQH6,a person opens a closet door.,0.0,8.100000381469727,0.5,8.5,0.8941177129745483,33.66699981689453,0.7-0.9,0.39411771297454834
159,8MQH6_000159,8MQH6,a person opens up the closet.,0.0,8.100000381469727,0.5,8.5,0.8941177129745483,33.66699981689453,0.7-0.9,0.39411771297454834
160,8MQH6_000160,8MQH6,a person opens a closet.,0.0,8.100000381469727,0.5,8.5,0.8941177129745483,33.66699981689453,0.7-0.9,0.39411771297454834
161,8MQH6_000161,8MQH6,person they hold the shoes.,9.899999618530273,15.800000190734863,6.5,13.5,0.3870967924594879,33.66699981689453,0.3-0.5,0.11290320754051208
162,MAUMO_000162,MAUMO,person takes a drink from a glass.,0.0,9.600000381469727,0.5,9.5,0.9374999403953552,34.33399963378906,0.9-1.0,0.4374999403953552
163,EHS68_000163,EHS68,another person is throwing a pair of shoes.,1.100000023841858,6.400000095367432,0.5,16.5,0.33125001192092896,17.66699981689453,0.3-0.5,0.16874998807907104
164,G30NS_000164,G30NS,person puts it into a box.,2.5,10.600000381469727,32.5,37.5,0.0,38.0,0-0.1,0.5
165,G30NS_000165,G30NS,person puts the box down.,2.5,10.600000381469727,32.5,37.5,0.0,38.0,0-0.1,0.5
166,G30NS_000166,G30NS,person putting things on a shelf.,0.4000000059604645,7.599999904632568,7.5,37.5,0.0026954154018312693,38.0,0-0.1,0.49730458459816873
167,G30NS_000167,G30NS,the person takes a large blanket.,7.0,14.0,7.5,37.5,0.21311475336551666,38.0,0.1-0.3,0.28688524663448334
168,SUJWY_000168,SUJWY,the person laughs at something on the screen multiple times.,17.100000381469727,29.700000762939453,19.5,32.5,0.6623377203941345,33.0,0.5-0.7,0.16233772039413452
169,SUJWY_000169,SUJWY,the person begins laughing at something on the screen.,17.100000381469727,29.700000762939453,9.5,19.5,0.11881186068058014,33.0,0.1-0.3,0.38118813931941986
170,KERO6_000170,KERO6,the person puts some food onto a pan.,11.399999618530273,16.899999618530273,5.5,20.5,0.36666667461395264,40.66699981689453,0.3-0.5,0.13333332538604736
