sample_idx,sample_id,video_id,query,gt_start,gt_end,pred_start,pred_end,iou,actual_duration,iou_bucket,dist_to_05
33,Y1HGC_000033,Y1HGC,person drinking a glass of water.,1.7,12.1,0.0,11.666666984558105,0.8236914863271162,31.334,0.7-0.9,0.3236914863271162
34,9JZO2_000034,9JZO2,person put on their shoes.,26.1,36.0,29.0,36.0,0.7070707070707072,36.334,0.7-0.9,0.20707070707070718
35,9JZO2_000035,9JZO2,person holding a glass cup.,0.0,9.9,0.3333333432674408,14.333333015441895,0.6674418745748802,36.334,0.5-0.7,0.16744187457488025
36,9JZO2_000036,9JZO2,a person eats some food.,0.0,12.6,0.3333333432674408,14.333333015441895,0.8558139717759414,36.334,0.7-0.9,0.35581397177594143
37,9JZO2_000037,9JZO2,a person is in a entryway eating a sandwich.,0.0,15.1,0.3333333432674408,14.333333015441895,0.9271522961704937,36.334,0.9-1.0,0.42715229617049366
38,9JZO2_000038,9JZO2,person holding a glass of water.,0.0,9.9,0.3333333432674408,14.333333015441895,0.6674418745748802,36.334,0.5-0.7,0.16744187457488025
39,9JZO2_000039,9JZO2,the person puts the cup down.,14.1,20.3,7.666666507720947,23.0,0.4043478218954769,36.334,0.3-0.5,0.09565217810452309
40,9JZO2_000040,9JZO2,person stands in doorway holding a glass.,0.0,9.9,0.6666666865348816,14.333333015441895,0.6441860594125361,36.334,0.5-0.7,0.14418605941253615
41,9JZO2_000041,9JZO2,person eating a sandwich.,0.0,15.1,0.3333333432674408,14.333333015441895,0.9271522961704937,36.334,0.9-1.0,0.42715229617049366
42,9JZO2_000042,9JZO2,person puts on some shoes.,26.1,36.0,19.0,36.0,0.5823529411764705,36.334,0.5-0.7,0.08235294117647052
43,9JZO2_000043,9JZO2,person holding a cup in the doorway.,0.0,9.9,0.3333333432674408,14.333333015441895,0.6674418745748802,36.334,0.5-0.7,0.16744187457488025
44,9JZO2_000044,9JZO2,the person walks into the house puts down the food.,11.6,20.8,29.0,36.0,0.0,36.334,0-0.1,0.5
45,9JZO2_000045,9JZO2,person start smiling as the dress.,22.9,29.8,19.66666603088379,36.0,0.4224489631478072,36.334,0.3-0.5,0.07755103685219278
46,4J1AP_000046,4J1AP,person drinking a glass of water.,13.1,21.0,0.0,14.333333015441895,0.05873014359247118,21.0,0-0.1,0.4412698564075288
47,4J1AP_000047,4J1AP,lastly the person takes a drink from a cup.,9.8,15.7,10.333333015441895,20.33333396911621,0.5094936703130462,21.0,0.5-0.7,0.009493670313046154
48,V1WN7_000048,V1WN7,person sitting on bed.,0.0,15.9,0.0,16.33333396911621,0.9734693498623381,36.667,0.9-1.0,0.47346934986233813
49,V1WN7_000049,V1WN7,a person is dressing.,0.0,14.4,0.3333333432674408,16.33333396911621,0.8612244556641304,36.667,0.7-0.9,0.3612244556641304
50,V1WN7_000050,V1WN7,person sitting on their bed.,0.0,15.9,0.0,16.33333396911621,0.9734693498623381,36.667,0.9-1.0,0.47346934986233813
51,BL7OF_000051,BL7OF,a person throws a pair of shoes under the window.,1.0,5.0,0.0,6.0,0.6666666666666666,36.667,0.5-0.7,0.16666666666666663
52,BL7OF_000052,BL7OF,the person throws shoes under the window.,1.0,5.0,12.0,17.0,0.0,36.667,0-0.1,0.5
53,5C4EK_000053,5C4EK,a person reads a book.,0.0,6.2,0.0,8.333333015441895,0.7440000283813487,16.0,0.7-0.9,0.2440000283813487
54,S591U_000054,S591U,person sitting on top of bed closes laptop.,9.4,17.0,0.6666666865348816,12.333333015441895,0.17959181749041203,30.667,0.1-0.3,0.32040818250958797
55,DLFPX_000055,DLFPX,a person is standing on their stairs holding a bag.,0.0,7.7,0.0,9.666666984558105,0.7965516979430726,27.0,0.7-0.9,0.29655169794307257
56,9HG4Z_000056,9HG4Z,a person is closing a door.,0.0,7.7,10.666666984558105,15.333333015441895,0.0,17.667,0-0.1,0.5
57,I7AS7_000057,I7AS7,a person runs through a doorway.,0.0,5.1,0.0,6.333333492279053,0.8052631376852954,31.0,0.7-0.9,0.30526313768529545
58,I7AS7_000058,I7AS7,a person runs into the dining room.,0.0,5.1,0.0,6.333333492279053,0.8052631376852954,31.0,0.7-0.9,0.30526313768529545
59,I7AS7_000059,I7AS7,the person opens the bag.,0.5,6.4,0.3333333432674408,7.0,0.8850000013187528,31.0,0.7-0.9,0.3850000013187528
60,J48N6_000060,J48N6,the same person was laughing as he was undressing.,18.4,31.334,19.33333396911621,30.66666603088379,0.8762433942916018,31.334,0.7-0.9,0.3762433942916018
61,J48N6_000061,J48N6,person begins to undress.,18.4,31.334,24.0,30.66666603088379,0.5154372994343427,31.334,0.5-0.7,0.015437299434342688
62,J48N6_000062,J48N6,the person was putting the bag into the cabinet.,14.6,21.2,11.0,15.333333015441895,0.07189539367077401,31.334,0-0.1,0.428104606329226
63,JVLAZ_000063,JVLAZ,person laying on the bed sneezing.,9.3,18.0,0.0,17.0,0.42777777777777776,32.0,0.3-0.5,0.07222222222222224
64,JVLAZ_000064,JVLAZ,person is lying on bed sneezing.,9.3,18.0,0.0,17.33333396911621,0.4462963316175672,32.0,0.3-0.5,0.05370366838243279
65,JVLAZ_000065,JVLAZ,person drinks water from a cup.,19.4,29.5,19.0,31.66666603088379,0.7973684610752539,32.0,0.7-0.9,0.29736846107525394
66,2RFLZ_000066,2RFLZ,a person picks up their phone talks on it.,3.0,10.4,0.0,6.0,0.28846153846153844,15.334,0.1-0.3,0.21153846153846156
67,2RFLZ_000067,2RFLZ,person takes a phone off a desk.,2.4,6.9,6.0,9.666666984558105,0.12385320559102661,15.334,0.1-0.3,0.37614679440897336
68,N3U9S_000068,N3U9S,person opens a cabinet door twice.,0.0,4.8,0.3333333432674408,8.0,0.5583333320915699,15.334,0.5-0.7,0.05833333209156988
69,J9T5D_000069,J9T5D,person start laughing.,27.1,34.667,29.66666603088379,34.33333206176758,0.6167128361152093,34.667,0.5-0.7,0.11671283611520933
70,1CYLM_000070,1CYLM,a person sits down on a couch.,0.0,14.2,0.0,14.333333015441895,0.9906976963907662,34.0,0.9-1.0,0.4906976963907662
71,1CYLM_000071,1CYLM,the person is drinking something from a cup.,0.0,14.0,0.0,14.0,1.0,34.0,0.9-1.0,0.5
72,V2GC9_000072,V2GC9,person putting groceries away.,10.1,24.2,0.6666666865348816,5.666666507720947,0.0,31.0,0-0.1,0.5
73,V2GC9_000073,V2GC9,person opening a pantry door.,11.3,21.1,0.6666666865348816,12.0,0.03425774880981923,31.0,0-0.1,0.46574225119018076
74,V2GC9_000074,V2GC9,a person walks through the house holding a bag.,2.3,13.9,0.0,5.666666507720947,0.24220622357704658,31.0,0.1-0.3,0.2577937764229534
75,V2GC9_000075,V2GC9,person put groceries away.,10.1,24.2,0.6666666865348816,5.666666507720947,0.0,31.0,0-0.1,0.5
76,LGJAR_000076,LGJAR,person turns on the light.,17.6,25.2,16.33333396911621,20.66666603088379,0.3458646147494648,32.667,0.3-0.5,0.15413538525053522
77,ZHRPD_000077,ZHRPD,the person puts the towel onto the shelf.,11.8,19.6,3.6666667461395264,19.66666603088379,0.48750002179294927,30.334,0.3-0.5,0.012499978207050733
78,ZHRPD_000078,ZHRPD,the person takes a phone.,15.6,21.6,18.33333396911621,30.0,0.22685180770026322,30.334,0.1-0.3,0.27314819229973675
79,43CCM_000079,43CCM,person undressing by the shelf beside the doorway.,7.7,22.0,8.0,26.66666603088379,0.7381371073441969,31.0,0.7-0.9,0.2381371073441969
80,43CCM_000080,43CCM,a person opens a door.,0.1,9.0,0.0,5.0,0.5444444444444445,31.0,0.5-0.7,0.04444444444444451
81,YZ8HK_000081,YZ8HK,the person closes the laptop.,1.4,8.7,0.3333333432674408,15.666666984558105,0.4760869469599261,30.334,0.3-0.5,0.023913053040073906
82,2P7A9_000082,2P7A9,person take a picture from the top of a cabinet.,20.4,27.6,19.33333396911621,36.33333206176758,0.42352945928343166,36.667,0.3-0.5,0.07647054071656834
83,2P7A9_000083,2P7A9,person sit down in a chair at a desk.,20.9,30.3,29.33333396911621,36.33333206176758,0.0626349531659774,36.667,0-0.1,0.4373650468340226
84,2P7A9_000084,2P7A9,person looking at the picture for a second.,26.9,31.6,15.666666984558105,24.0,0.0,36.667,0-0.1,0.5
85,2P7A9_000085,2P7A9,the person puts a picture on their desk.,26.5,35.8,19.33333396911621,24.0,0.0,36.667,0-0.1,0.5
86,2P7A9_000086,2P7A9,person they put down the broom.,18.8,24.0,11.0,16.66666603088379,0.0,36.667,0-0.1,0.5
87,2P7A9_000087,2P7A9,person put the picture on the desk.,26.5,35.8,19.33333396911621,36.33333206176758,0.5470588849077654,36.667,0.5-0.7,0.04705888490776544
88,1ZWPP_000088,1ZWPP,a person is smiling in the mirror of their bathroom.,2.6,7.7,0.3333333432674408,14.666666984558105,0.35581394584356885,24.0,0.3-0.5,0.14418605415643115
89,1ZWPP_000089,1ZWPP,person opens the door.,13.0,19.4,16.0,21.33333396911621,0.4079999688720725,24.0,0.3-0.5,0.09200003112792748
90,1ZWPP_000090,1ZWPP,person they open the door.,13.0,19.4,16.0,21.33333396911621,0.4079999688720725,24.0,0.3-0.5,0.09200003112792748
91,QUXYH_000091,QUXYH,person laughs in the kitchen.,0.0,10.9,18.0,31.0,0.0,31.334,0-0.1,0.5
92,QUXYH_000092,QUXYH,person seems to be laughing into the blanket.,0.0,10.9,1.0,11.666666984558105,0.8485714054496928,31.334,0.7-0.9,0.3485714054496928
93,QUXYH_000093,QUXYH,person eats one.,21.8,31.2,20.33333396911621,31.0,0.8466258164052329,31.334,0.7-0.9,0.34662581640523293
94,QUXYH_000094,QUXYH,person takes some food.,15.1,22.9,18.0,30.66666603088379,0.3147751734558028,31.334,0.3-0.5,0.1852248265441972
95,QUXYH_000095,QUXYH,a person snuggles with a blanket.,0.0,10.0,0.3333333432674408,6.0,0.566666665673256,31.334,0.5-0.7,0.06666666567325596
96,QUXYH_000096,QUXYH,person eats it.,21.8,31.2,20.33333396911621,31.0,0.8466258164052329,31.334,0.7-0.9,0.34662581640523293
97,V3SOF_000097,V3SOF,person opened up the refrigerator.,20.0,28.2,0.3333333432674408,8.666666984558105,0.0,45.0,0-0.1,0.5
98,SY5QP_000098,SY5QP,a person is standing in the room holding a sandwich.,0.0,14.0,0.0,5.333333492279053,0.38095239230564665,31.334,0.3-0.5,0.11904760769435335
99,SY5QP_000099,SY5QP,the person puts the sandwich down.,11.2,17.7,0.0,17.33333396911621,0.34651604345289333,31.334,0.3-0.5,0.15348395654710667
100,AOK1L_000100,AOK1L,person drinking from a cup.,30.5,35.667,20.66666603088379,35.33333206176758,0.32221496346140005,35.667,0.3-0.5,0.17778503653859995
101,AOK1L_000101,AOK1L,person drinking from a glass.,30.5,35.667,20.66666603088379,35.33333206176758,0.32221496346140005,35.667,0.3-0.5,0.17778503653859995
102,NBSPH_000102,NBSPH,person sits on the table.,26.8,31.334,23.66666603088379,31.0,0.5477784086251456,31.334,0.5-0.7,0.047778408625145596
103,NBSPH_000103,NBSPH,person takes a towel from a container.,11.7,17.8,4.666666507720947,14.0,0.17512690143383217,31.334,0.1-0.3,0.32487309856616786
104,NBSPH_000104,NBSPH,person takes out a towel.,11.7,17.8,4.666666507720947,9.0,0.0,31.334,0-0.1,0.5
105,HY4FS_000105,HY4FS,person the open the cabinet.,4.9,11.6,7.0,13.666666984558105,0.5247148098704548,35.0,0.5-0.7,0.024714809870454824
106,HY4FS_000106,HY4FS,a person walks into a bathroom holding dishes.,0.4,9.2,0.0,8.0,0.8260869565217391,35.0,0.7-0.9,0.32608695652173914
107,YSE1G_000107,YSE1G,person closed the door.,0.6,8.9,0.3333333432674408,6.333333492279053,0.6692607197191706,29.334,0.5-0.7,0.16926071971917056
108,XMYXI_000108,XMYXI,a person sits in a chair.,0.0,7.0,0.0,15.0,0.4666666666666667,40.667,0.3-0.5,0.033333333333333326
109,XMYXI_000109,XMYXI,person he begins to laugh at something.,10.1,15.5,0.3333333432674408,13.0,0.19120879133403224,40.667,0.1-0.3,0.30879120866596776
110,XMYXI_000110,XMYXI,a man is sitting at a chair.,0.0,7.0,0.0,15.0,0.4666666666666667,40.667,0.3-0.5,0.033333333333333326
111,XMYXI_000111,XMYXI,a person is smiling.,0.0,15.9,0.0,15.0,0.9433962264150944,40.667,0.9-1.0,0.44339622641509435
112,QLEN3_000112,QLEN3,person open the closet.,14.0,19.0,20.66666603088379,35.33333206176758,0.0,35.667,0-0.1,0.5
113,YSKX3_000113,YSKX3,person throws pillow on it.,13.0,17.334,5.0,15.333333015441895,0.18917893752569276,17.334,0.1-0.3,0.31082106247430724
114,HBWLV_000114,HBWLV,person puts the shoes on the floor.,9.4,14.3,19.33333396911621,31.66666603088379,0.0,32.0,0-0.1,0.5
115,XE19C_000115,XE19C,person puts a cup in the sink.,0.9,8.5,18.33333396911621,26.0,0.0,31.0,0-0.1,0.5
116,XE19C_000116,XE19C,person closes the door.,24.6,31.0,23.0,30.33333396911621,0.7166667461395262,31.0,0.7-0.9,0.2166667461395262
117,XE19C_000117,XE19C,person puts the cup in the sink.,0.9,8.5,18.33333396911621,29.0,0.0,31.0,0-0.1,0.5
118,W3SC3_000118,W3SC3,the person immediately opened a window.,8.0,15.2,4.0,9.333333015441895,0.11904759066445487,22.334,0.1-0.3,0.38095240933554514
119,W3SC3_000119,W3SC3,person opens a window.,8.0,15.2,4.0,9.333333015441895,0.11904759066445487,22.334,0.1-0.3,0.38095240933554514
120,W3SC3_000120,W3SC3,person opens the window.,8.0,15.2,4.0,9.333333015441895,0.11904759066445487,22.334,0.1-0.3,0.38095240933554514
121,WKPQ3_000121,WKPQ3,person they talk on the phone.,15.8,28.7,0.6666666865348816,11.0,0.0,32.667,0-0.1,0.5
122,WKPQ3_000122,WKPQ3,person close the closet door.,25.3,30.9,28.33333396911621,31.66666603088379,0.40314130165352746,32.667,0.3-0.5,0.09685869834647254
123,WKPQ3_000123,WKPQ3,person turns on the light.,5.1,11.0,1.0,11.0,0.5900000000000001,32.667,0.5-0.7,0.09000000000000008
124,FXZI5_000124,FXZI5,a person is dressing in a towel.,3.0,12.4,0.3333333432674408,7.0,0.331491712980089,33.0,0.3-0.5,0.168508287019911
125,OE2M1_000125,OE2M1,another person comes in takes the box away.,12.9,19.3,20.0,23.33333396911621,0.0,31.334,0-0.1,0.5
126,OE2M1_000126,OE2M1,person takes the tray of food.,12.9,18.7,10.0,15.0,0.24137931034482757,31.334,0.1-0.3,0.25862068965517243
127,OE2M1_000127,OE2M1,person takes the box.,12.9,19.3,10.333333015441895,15.0,0.2342007351914042,31.334,0.1-0.3,0.26579926480859584
128,ZF7YA_000128,ZF7YA,the person sits on a pillow on the floor.,5.3,11.7,5.0,15.666666984558105,0.5999999821186071,37.667,0.5-0.7,0.09999998211860706
129,ZF7YA_000129,ZF7YA,a person runs down a few stairs.,0.0,6.5,0.0,5.333333492279053,0.8205128449660081,37.667,0.7-0.9,0.32051284496600807
130,ZF7YA_000130,ZF7YA,person sitting on the floor.,5.3,11.7,7.333333492279053,10.333333015441895,0.4687499254941941,37.667,0.3-0.5,0.031250074505805914
131,B82GJ_000131,B82GJ,the person takes a paper towel from the table.,17.7,22.5,17.33333396911621,21.33333396911621,0.7032260160416655,25.0,0.7-0.9,0.20322601604166546
132,FYYFX_000132,FYYFX,person opens a window.,2.0,11.2,4.0,12.0,0.72,31.667,0.7-0.9,0.21999999999999997
133,FYYFX_000133,FYYFX,person takes a camera from a table.,8.6,14.1,10.333333015441895,13.0,0.4848485426469283,31.667,0.3-0.5,0.015151457353071718
134,FYYFX_000134,FYYFX,person get something to look out the window with.,14.0,24.7,13.666666984558105,31.33333396911621,0.6056603664603257,31.667,0.5-0.7,0.10566036646032573
135,FYYFX_000135,FYYFX,person upon awakening.,0.0,4.0,0.0,12.0,0.3333333333333333,31.667,0.3-0.5,0.16666666666666669
136,FYYFX_000136,FYYFX,person looks out the window.,14.0,24.7,0.6666666865348816,12.0,0.0,31.667,0-0.1,0.5
137,Q7IQI_000137,Q7IQI,person looks at some books open it.,0.0,4.5,5.0,15.333333015441895,0.0,17.667,0-0.1,0.5
138,Q7IQI_000138,Q7IQI,person start sneezing with looking at the papers.,1.8,8.6,5.0,15.333333015441895,0.2660098584651914,17.667,0.1-0.3,0.23399014153480863
139,Q7IQI_000139,Q7IQI,a person is sneezing into a blanket.,1.8,8.6,1.6666666269302368,10.333333015441895,0.7846154097974661,17.667,0.7-0.9,0.28461540979746613
140,HSEH1_000140,HSEH1,person is fixing a light bulb.,10.0,22.6,0.3333333432674408,19.66666603088379,0.43413170816750746,31.667,0.3-0.5,0.06586829183249254
141,HSEH1_000141,HSEH1,a person is fixing a light on the room.,10.0,22.6,0.0,7.333333492279053,0.0,31.667,0-0.1,0.5
142,HSEH1_000142,HSEH1,a person is fixing a light.,10.0,22.6,0.0,9.333333015441895,0.0,31.667,0-0.1,0.5
143,6ZWSU_000143,6ZWSU,person puts the books down.,1.4,7.2,11.0,12.0,0.0,31.0,0-0.1,0.5
144,6ZWSU_000144,6ZWSU,person they immediately put their books down.,1.4,7.2,11.0,12.0,0.0,31.0,0-0.1,0.5
145,6ZWSU_000145,6ZWSU,the person takes their phone out.,16.2,21.8,17.66666603088379,30.66666603088379,0.2857143422190206,31.0,0.1-0.3,0.2142856577809794
146,6ZWSU_000146,6ZWSU,person take their shoes off.,10.6,19.3,11.0,12.0,0.11494252873563217,31.0,0.1-0.3,0.38505747126436785
147,6ZWSU_000147,6ZWSU,person closes the door.,0.0,4.5,0.0,12.0,0.375,31.0,0.3-0.5,0.125
148,6ZWSU_000148,6ZWSU,the person takes their phone.,16.2,21.8,17.66666603088379,30.66666603088379,0.2857143422190206,31.0,0.1-0.3,0.2142856577809794
149,6ZWSU_000149,6ZWSU,person plays with their phone.,19.1,31.0,17.66666603088379,30.66666603088379,0.8674999109506648,31.0,0.7-0.9,0.3674999109506648
150,V0ZD9_000150,V0ZD9,person washes a cup.,0.5,16.0,24.0,38.0,0.0,38.334,0-0.1,0.5
151,V0ZD9_000151,V0ZD9,person putting on clothes in a dining room.,23.2,38.334,24.0,38.0,0.925069380203515,38.334,0.9-1.0,0.42506938020351503
152,AK2KG_000152,AK2KG,person opens up the window.,12.5,18.667,10.666666984558105,18.33333396911621,0.7291363944297021,18.667,0.7-0.9,0.22913639442970213
153,AK2KG_000153,AK2KG,a person is sitting on a bed.,0.0,6.8,0.0,4.666666507720947,0.6862744864295511,18.667,0.5-0.7,0.18627448642955113
154,AK2KG_000154,AK2KG,this person is sitting on their bed in the bedroom.,0.0,6.8,0.3333333432674408,5.333333492279053,0.7352941395605311,18.667,0.7-0.9,0.23529413956053113
155,AK2KG_000155,AK2KG,person begins opening the window.,12.5,18.667,10.666666984558105,18.33333396911621,0.7291363944297021,18.667,0.7-0.9,0.22913639442970213
156,AK2KG_000156,AK2KG,person opened the window.,12.5,18.667,10.666666984558105,18.33333396911621,0.7291363944297021,18.667,0.7-0.9,0.22913639442970213
157,AK2KG_000157,AK2KG,a person was sitting on a bed.,0.0,6.8,0.0,4.666666507720947,0.6862744864295511,18.667,0.5-0.7,0.18627448642955113
158,8MQH6_000158,8MQH6,a person opens a closet door.,0.0,8.1,1.0,6.0,0.617283950617284,33.667,0.5-0.7,0.11728395061728403
159,8MQH6_000159,8MQH6,a person opens up the closet.,0.0,8.1,3.0,7.333333492279053,0.534979443491241,33.667,0.5-0.7,0.03497944349124105
160,8MQH6_000160,8MQH6,a person opens a closet.,0.0,8.1,3.0,7.333333492279053,0.534979443491241,33.667,0.5-0.7,0.03497944349124105
161,8MQH6_000161,8MQH6,person they hold the shoes.,9.9,15.8,14.666666984558105,31.66666603088379,0.05206736823332786,33.667,0-0.1,0.44793263176667214
162,MAUMO_000162,MAUMO,person takes a drink from a glass.,0.0,9.6,0.6666666865348816,14.0,0.6380952366760798,34.334,0.5-0.7,0.1380952366760798
163,EHS68_000163,EHS68,another person is throwing a pair of shoes.,1.1,6.4,12.333333015441895,16.66666603088379,0.0,17.667,0-0.1,0.5
164,G30NS_000164,G30NS,person puts it into a box.,2.5,10.6,25.66666603088379,37.66666793823242,0.0,38.0,0-0.1,0.5
165,G30NS_000165,G30NS,person puts the box down.,2.5,10.6,25.66666603088379,37.66666793823242,0.0,38.0,0-0.1,0.5
166,G30NS_000166,G30NS,person putting things on a shelf.,0.4,7.6,25.66666603088379,37.66666793823242,0.0,38.0,0-0.1,0.5
167,G30NS_000167,G30NS,the person takes a large blanket.,7.0,14.0,0.0,12.666666984558105,0.4047619274684361,38.0,0.3-0.5,0.09523807253156391
168,SUJWY_000168,SUJWY,the person laughs at something on the screen multiple times.,17.1,29.7,18.0,32.66666793823242,0.7516059343222891,33.0,0.7-0.9,0.25160593432228906
169,SUJWY_000169,SUJWY,the person begins laughing at something on the screen.,17.1,29.7,18.0,32.66666793823242,0.7516059343222891,33.0,0.7-0.9,0.25160593432228906
170,KERO6_000170,KERO6,the person puts some food onto a pan.,11.4,16.9,14.333333015441895,18.66666603088379,0.35321108382435734,40.667,0.3-0.5,0.14678891617564266
171,SV6KF_000171,SV6KF,a person throws a broom at the stairs.,9.3,14.5,1.0,7.333333492279053,0.0,23.0,0-0.1,0.5
172,SV6KF_000172,SV6KF,this person throws the broom down.,9.3,14.5,1.0,7.333333492279053,0.0,23.0,0-0.1,0.5
173,VCYH8_000173,VCYH8,person turns off the light as they're leaving.,18.2,23.8,19.33333396911621,27.0,0.5075756853277034,28.0,0.5-0.7,0.007575685327703363
174,VCYH8_000174,VCYH8,person turns off a light.,18.2,23.8,19.33333396911621,27.0,0.5075756853277034,28.0,0.5-0.7,0.007575685327703363
175,G852Y_000175,G852Y,one person is wrapped in a blanket sneezing.,3.0,10.1,0.0,16.0,0.44375,18.667,0.3-0.5,0.05625000000000002
176,OKXIQ_000176,OKXIQ,person they use the doorknob to open the cabinet.,0.0,5.7,24.33333396911621,32.0,0.0,32.334,0-0.1,0.5
177,KB7WQ_000177,KB7WQ,person they close the box.,7.3,14.0,31.33333396911621,38.33333206176758,0.0,38.667,0-0.1,0.5
178,KB7WQ_000178,KB7WQ,the person closes a box that's been searched through.,7.3,14.0,31.33333396911621,38.33333206176758,0.0,38.667,0-0.1,0.5
179,27DCQ_000179,27DCQ,a person awakens in bed.,13.5,19.2,0.6666666865348816,5.666666507720947,0.0,31.667,0-0.1,0.5
180,UM5II_000180,UM5II,the person eats a few bite.,3.7,14.0,15.0,34.0,0.0,34.334,0-0.1,0.5
181,UM5II_000181,UM5II,a person is sneezing on the medicine.,0.9,7.7,0.0,8.0,0.85,34.334,0.7-0.9,0.35
